ALTER TABLE
ALTER TABLE
ALTER TABLE
BEGIN
 id  |  make  | model | year | license_plate 
-----+--------+-------+------+---------------
   1 | Toyota | Camry | 2009 | F76Ik59s
 616 | Toyota | Camry | 1993 | 129P5T
(2 rows)

SELECT 533
ALTER TABLE
SELECT 942
ALTER TABLE
SELECT 942
DROP TABLE
ALTER TABLE
SELECT 1000
DROP TABLE
ALTER TABLE
COMMIT
  id  | edition_id | license_plate 
 792 | 2001 |      303
 793 | 1995 |      241
 794 | 1994 |      205
 795 | 1992 |      324
 796 | 1993 |      217
 797 | 1998 |      103
 798 | 2012 |      151
 799 | 1995 |      335
 800 | 2005 |      253
 801 | 1993 |      189
 802 | 1985 |      353
 803 | 2012 |        3
 804 | 2004 |      395
 805 | 1993 |      316
 806 | 1988 |      328
 807 | 1995 |      377
 808 | 1995 |      443
 809 | 2000 |      249
 810 | 1993 |      195
 811 | 1995 |      465
 812 | 2000 |      410
 813 | 1995 |       20
 814 | 1984 |      239
 815 | 1995 |      373
 816 | 2010 |      383
 817 | 1988 |      385
 818 | 2002 |      456
 819 | 2010 |       74
 820 | 2000 |      120
 821 | 1987 |      117
 822 | 1994 |      380
 823 | 2008 |      477
 824 | 2002 |      211
 825 | 1997 |      410
 826 | 2004 |       44
 827 | 2010 |      307
 828 | 1992 |      215
 829 | 1993 |      229
 830 | 2005 |      415
 831 | 2005 |      405
 832 | 2013 |       23
 833 | 2007 |       82
 834 | 2007 |      135
 835 | 2012 |      471
 836 | 1993 |      337
 837 | 2002 |      286
 838 | 1993 |      118
 839 | 1996 |      389
 840 | 2004 |      156
 841 | 2008 |        4
 842 | 2001 |      520
 843 | 2006 |      122
 844 | 1984 |      419
 845 | 1998 |       39
 846 | 2005 |      485
 847 | 1995 |       18
 848 | 2012 |      484
 849 | 2000 |      297
 850 | 1994 |      373
 851 | 1994 |      403
 852 | 2004 |      125
 853 | 1998 |      279
 854 | 1992 |      225
 855 | 1999 |      391
 856 | 1999 |      230
 857 | 2002 |      510
 858 | 1993 |      240
 859 | 1999 |       72
 860 | 1996 |      467
 861 | 2007 |      480
 862 | 2010 |      262
 863 | 2008 |      483
 864 | 2000 |      250
 865 | 1990 |       98
 866 | 1992 |      506
 867 | 1998 |      272
 868 | 1999 |      268
 869 | 1999 |      451
 870 | 2012 |      411
 871 | 1987 |      155
 872 | 1996 |      138
 873 | 2005 |      404
 874 | 2007 |      198
 875 | 1995 |      372
 876 | 2010 |      424
 877 | 1999 |      321
 878 | 1997 |      490
 879 | 2003 |      470
 880 | 2004 |      373
 881 | 1989 |      155
 882 | 2003 |      409
 883 | 1993 |      334
 884 | 2002 |      507
 885 | 2004 |      166
 886 | 1998 |      402
 887 | 2002 |      260
 888 | 2011 |      418
 889 | 1986 |       13
 890 | 2009 |       52
 891 | 1978 |      197
 892 | 2006 |        1
 893 | 2009 |      106
 894 | 2005 |      489
 895 | 2007 |      157
 896 | 2002 |      412
 897 | 1994 |      259
 898 | 1993 |      162
 899 | 2011 |      177
 900 | 2009 |      453
 901 | 2012 |      315
 902 | 1988 |      198
 903 | 2007 |      446
 904 | 1984 |      287
 905 | 2011 |       64
 906 | 1988 |      304
 907 | 1996 |      519
 908 | 2008 |      471
 909 | 2002 |      481
 910 | 1997 |      426
 911 | 2011 |      275
 912 | 2004 |      501
 913 | 2008 |      406
 914 | 1998 |      429
 915 | 1991 |      200
 916 | 2007 |      133
 917 | 2013 |      427
 918 | 1968 |      368
 919 | 1994 |       10
 920 | 1997 |      378
 921 | 2006 |        3
 922 | 1990 |      170
 923 | 1996 |       23
 924 | 2012 |      234
 925 | 1999 |      115
 926 | 2000 |        6
 927 | 1997 |      253
 928 | 1994 |      496
 929 | 1996 |       29
 930 | 1998 |        2
 931 | 1993 |        5
 932 | 2010 |      246
 933 | 2002 |      532
 934 | 1998 |      162
 935 | 2001 |      120
 936 | 2007 |      449
 937 | 1998 |      174
 938 | 1999 |      475
 939 | 1999 |      170
 940 | 1999 |      443
 941 | 2010 |      349
 942 | 2002 |       87
(942 rows)

     make      |        model        | id  
---------------+---------------------+-----
 Toyota        | Land Cruiser        |   1
 Mercedes-Benz | S-Class             |   2
 Infiniti      | FX                  |   3
 Kia           | Amanti              |   4
 Oldsmobile    | Silhouette          |   5
 Subaru        | Forester            |   6
 Jeep          | Grand Cherokee      |   7
 Honda         | Civic Si            |   8
 Lincoln       | Aviator             |   9
 Isuzu         | Rodeo               |  10
 Infiniti      | G                   |  11
 Buick         | Electra             |  12
 Buick         | Skyhawk             |  13
 Nissan        | 300ZX               |  14
 Nissan        | Xterra              |  15
 Volvo         | XC60                |  16
 Chevrolet     | Cavalier            |  17
 Toyota        | Xtra                |  18
 Isuzu         | Axiom               |  19
 GMC           | Rally Wagon G3500   |  20
 BMW           | X5 M                |  21
 Acura         | ZDX                 |  22
 Hyundai       | Sonata              |  23
 Audi          | A8                  |  24
 Lamborghini   | Countach            |  25
 Chrysler      | Voyager             |  26
 Dodge         | Charger             |  27
 Bentley       | Continental         |  28
 Ford          | Contour             |  29
 Mazda         | Mazda5              |  30
 Mazda         | Protege             |  31
 Lexus         | IS-F                |  32
 Suzuki        | Aerio               |  33
 Chevrolet     | Silverado 3500      |  34
 Dodge         | Magnum              |  35
 Ford          | Ranger              |  36
 Mazda         | B2600               |  37
 Chevrolet     | Camaro              |  38
 Suzuki        | X-90                |  39
 Volkswagen    | Touareg             |  40
 Volkswagen    | Beetle              |  41
 Oldsmobile    | Bravada             |  42
 Ford          | Aerostar            |  43
 Buick         | Park Avenue         |  44
 Subaru        | Impreza             |  45
 Hummer        | H2                  |  46
 Pontiac       | Montana             |  47
 Pontiac       | Grand Am            |  48
 Chevrolet     | G-Series G20        |  49
 Dodge         | Ram 1500            |  50
 Mitsubishi    | Galant              |  51
 Pontiac       | G6                  |  52
 Hyundai       | Excel               |  53
 Toyota        | Solara              |  54
 Studebaker    | Avanti              |  55
 Audi          | 5000S               |  56
 Nissan        | Altima              |  57
 Daihatsu      | Rocky               |  58
 Lexus         | GX                  |  59
 MINI          | Cooper Clubman      |  60
 Ford          | Bronco II           |  61
 Saturn        | Sky                 |  62
 Dodge         | Dakota Club         |  63
 Toyota        | Matrix              |  64
 Volkswagen    | New Beetle          |  65
 Subaru        | SVX                 |  66
 GMC           | Sierra              |  67
 Honda         | S2000               |  68
 Honda         | del Sol             |  69
 GMC           | Savana              |  70
 Dodge         | Ram Wagon B150      |  71
 GMC           | Sonoma              |  72
 Pontiac       | Trans Sport         |  73
 Nissan        | Cube                |  74
 BMW           | X5                  |  75
 BMW           | X3                  |  76
 Dodge         | Stealth             |  77
 Mercury       | Topaz               |  78
 Dodge         | D150                |  79
 Cadillac      | Seville             |  80
 Mercedes-Benz | 500E                |  81
 Chrysler      | Pacifica            |  82
 Nissan        | Pathfinder          |  83
 Subaru        | Brat                |  84
 Pontiac       | LeMans              |  85
 Audi          | S5                  |  86
 Chrysler      | 300M                |  87
 Volvo         | S60                 |  88
 Ford          | LTD Crown Victoria  |  89
 Mercury       | Mountaineer         |  90
 Audi          | A5                  |  91
 Audi          | RS4                 |  92
 Mitsubishi    | Eclipse             |  93
 Plymouth      | Laser               |  94
 Land Rover    | Range Rover Sport   |  95
 Suzuki        | Daewoo Lacetti      |  96
 Mazda         | Mazdaspeed6         |  97
 Volkswagen    | Cabriolet           |  98
 Dodge         | Intrepid            |  99
 Ford          | F-Series Super Duty | 100
 Volkswagen    | Jetta               | 101
 Oldsmobile    | Aurora              | 102
 Dodge         | Ram Van 3500        | 103
 Land Rover    | Range Rover Evoque  | 104
 Mercedes-Benz | 300SL               | 105
 Mitsubishi    | Raider              | 106
 Chevrolet     | G-Series 2500       | 107
 Hummer        | H3                  | 108
 Mercury       | Cougar              | 109
 Ford          | F-Series            | 110
 Nissan        | Titan               | 111
 Subaru        | Tribeca             | 112
 Dodge         | Durango             | 113
 Honda         | Accord              | 114
 Daewoo        | Nubira              | 115
 Mercury       | Milan               | 116
 Mazda         | Familia             | 117
 Saab          | 900                 | 118
 Mazda         | 323                 | 119
 Pontiac       | Sunfire             | 120
 Lexus         | GS                  | 121
 Saab          | 9-7X                | 122
 Lincoln       | Navigator L         | 123
 Audi          | Quattro             | 124
 Isuzu         | Ascender            | 125
 Honda         | Civic               | 126
 Buick         | Rainier             | 127
 Scion         | tC                  | 128
 Dodge         | Ram Van 1500        | 129
 Nissan        | Versa               | 130
 Maserati      | Quattroporte        | 131
 Chevrolet     | 2500                | 132
 GMC           | Savana 2500         | 133
 Ford          | Escape              | 134
 Buick         | LaCrosse            | 135
 Ford          | Fusion              | 136
 Lamborghini   | Diablo              | 137
 Chrysler      | Concorde            | 138
 Volkswagen    | Passat              | 139
 BMW           | Z4 M                | 140
 BMW           | M5                  | 141
 Scion         | xD                  | 142
 Ford          | Thunderbird         | 143
 Geo           | Tracker             | 144
 Pontiac       | Safari              | 145
 Ford          | F450                | 146
 Oldsmobile    | Cutlass Supreme     | 147
 BMW           | 3 Series            | 148
 Audi          | V8                  | 149
 Chevrolet     | Express 1500        | 150
 Hyundai       | Veracruz            | 151
 Chrysler      | LeBaron             | 152
 Mitsubishi    | Expo                | 153
 Subaru        | Outback             | 154
 Porsche       | 928                 | 155
 Chevrolet     | SSR                 | 156
 Chrysler      | Crossfire           | 157
 Chevrolet     | Suburban            | 158
 Audi          | Q7                  | 159
 Dodge         | Grand Caravan       | 160
 GMC           | 3500 Club Coupe     | 161
 Ford          | Club Wagon          | 162
 Bentley       | Continental GTC     | 163
 Toyota        | 4Runner             | 164
 Saturn        | Relay               | 165
 Volkswagen    | R32                 | 166
 Chevrolet     | TrailBlazer         | 167
 Mazda         | Mazdaspeed 3        | 168
 Jeep          | Compass             | 169
 Mitsubishi    | Mirage              | 170
 Mitsubishi    | i-MiEV              | 171
 Cadillac      | CTS                 | 172
 GMC           | Yukon XL 1500       | 173
 Porsche       | Boxster             | 174
 Mercedes-Benz | CLS-Class           | 175
 Ford          | Explorer            | 176
 Cadillac      | Escalade EXT        | 177
 Oldsmobile    | 98                  | 178
 Volkswagen    | Jetta III           | 179
 Chevrolet     | Silverado 2500      | 180
 Audi          | 80                  | 181
 Maybach       | 57                  | 182
 Lincoln       | Continental         | 183
 Porsche       | Panamera            | 184
 Cadillac      | DeVille             | 185
 Toyota        | MR2                 | 186
 Nissan        | 350Z                | 187
 Nissan        | 240SX               | 188
 Chevrolet     | Sportvan G10        | 189
 Lincoln       | Mark VIII           | 190
 Acura         | TL                  | 191
 Austin        | Mini Cooper         | 192
 Lexus         | RX                  | 193
 Acura         | MDX                 | 194
 Pontiac       | Bonneville          | 195
 Mazda         | Mazda2              | 196
 Dodge         | Omni                | 197
 Ford          | Mustang             | 198
 Ford          | Econoline E150      | 199
 Lotus         | Esprit              | 200
 Volvo         | S40                 | 201
 Ford          | Explorer Sport      | 202
 Lamborghini   | Murciélago          | 203
 MINI          | Cooper              | 204
 Subaru        | Justy               | 205
 Audi          | RS 4                | 206
 Oldsmobile    | Ciera               | 207
 Volkswagen    | Eos                 | 208
 Toyota        | Tacoma Xtra         | 209
 Buick         | Century             | 210
 Mazda         | B-Series Plus       | 211
 Kia           | Sorento             | 212
 MINI          | MINI                | 213
 Cadillac      | SRX                 | 214
 Suzuki        | SJ                  | 215
 Maybach       | 62                  | 216
 BMW           | 8 Series            | 217
 Land Rover    | Freelander          | 218
 Nissan        | Murano              | 219
 Plymouth      | Voyager             | 220
 Mitsubishi    | GTO                 | 221
 Suzuki        | Forenza             | 222
 Aston Martin  | V8 Vantage          | 223
 GMC           | Sonoma Club Coupe   | 224
 Suzuki        | Samurai             | 225
 Dodge         | Aspen               | 226
 Honda         | FCX Clarity         | 227
 Buick         | Enclave             | 228
 Pontiac       | Grand Prix          | 229
 Mitsubishi    | 3000GT              | 230
 Rolls-Royce   | Phantom             | 231
 Chrysler      | Imperial            | 232
 Hyundai       | XG350               | 233
 Chevrolet     | Express             | 234
 Volvo         | V40                 | 235
 Land Rover    | LR4                 | 236
 BMW           | M Roadster          | 237
 GMC           | Yukon XL            | 238
 Pontiac       | Fiero               | 239
 Subaru        | Legacy              | 240
 Toyota        | Supra               | 241
 Toyota        | Sienna              | 242
 Volvo         | S80                 | 243
 Nissan        | Frontier            | 244
 Plymouth      | Neon                | 245
 Kia           | Rio                 | 246
 Mitsubishi    | Challenger          | 247
 Mazda         | Navajo              | 248
 Honda         | Passport            | 249
 Chevrolet     | Astro               | 250
 Volvo         | C30                 | 251
 Volvo         | C70                 | 252
 Chevrolet     | Suburban 1500       | 253
 Nissan        | Armada              | 254
 Chevrolet     | Monte Carlo         | 255
 Audi          | Q5                  | 256
 Land Rover    | Sterling            | 257
 Toyota        | Tercel              | 258
 Mitsubishi    | Diamante            | 259
 Mazda         | Tribute             | 260
 Plymouth      | Colt Vista          | 261
 Dodge         | Avenger             | 262
 Ford          | Excursion           | 263
 Eagle         | Talon               | 264
 Suzuki        | Equator             | 265
 Dodge         | D250 Club           | 266
 Ford          | E-Series            | 267
 Ford          | Windstar            | 268
 Chevrolet     | Venture             | 269
 Mitsubishi    | Tundra              | 270
 Chevrolet     | Corsica             | 271
 Mercury       | Sable               | 272
 Isuzu         | Amigo               | 273
 Mitsubishi    | Mighty Max Macro    | 274
 Infiniti      | M                   | 275
 Volkswagen    | CC                  | 276
 Holden        | VS Commodore        | 277
 GMC           | Envoy               | 278
 Chrysler      | Sebring             | 279
 Ford          | Fiesta              | 280
 GMC           | 3500                | 281
 Ford          | E150                | 282
 Lincoln       | Mark VII            | 283
 Bentley       | Azure               | 284
 Mitsubishi    | L300                | 285
 Infiniti      | QX                  | 286
 Pontiac       | 6000                | 287
 Honda         | CR-V                | 288
 Mazda         | CX-7                | 289
 Oldsmobile    | 88                  | 290
 Mazda         | 929                 | 291
 Nissan        | 370Z                | 292
 Pontiac       | Firebird Trans Am   | 293
 GMC           | Suburban 1500       | 294
 Chevrolet     | Blazer              | 295
 Infiniti      | QX56                | 296
 Saab          | 9-5                 | 297
 Dodge         | Ram 3500            | 298
 Kia           | Sportage            | 299
 Mitsubishi    | Lancer              | 300
 Infiniti      | Q                   | 301
 Ford          | EXP                 | 302
 Mercedes-Benz | C-Class             | 303
 Land Rover    | Range Rover         | 304
 Acura         | Vigor               | 305
 GMC           | Sierra 1500         | 306
 Jeep          | Liberty             | 307
 Land Rover    | Defender 90         | 308
 Porsche       | Cayenne             | 309
 Mercedes-Benz | CL-Class            | 310
 Toyota        | RAV4                | 311
 Pontiac       | Firefly             | 312
 Nissan        | 200SX               | 313
 Jeep          | Patriot             | 314
 Cadillac      | Escalade ESV        | 315
 Audi          | 90                  | 316
 Ford          | Tempo               | 317
 Mercedes-Benz | Sprinter 3500       | 318
 Hyundai       | Elantra             | 319
 GMC           | 2500 Club Coupe     | 320
 Dodge         | Caravan             | 321
 Mazda         | 626                 | 322
 Cadillac      | STS                 | 323
 Dodge         | Dakota              | 324
 Pontiac       | Daewoo Kalos        | 325
 Mercedes-Benz | GLK-Class           | 326
 GMC           | Rally Wagon 3500    | 327
 Mitsubishi    | Excel               | 328
 Volkswagen    | Eurovan             | 329
 Mercury       | Capri               | 330
 Lexus         | LX                  | 331
 Chevrolet     | Vega                | 332
 Chevrolet     | Express 2500        | 333
 Suzuki        | Sidekick            | 334
 Toyota        | Avalon              | 335
 Chrysler      | 300                 | 336
 Chevrolet     | 3500                | 337
 Saab          | 9-3                 | 338
 Mercedes-Benz | E-Class             | 339
 Dodge         | Ram 2500 Club       | 340
 Toyota        | Camry Solara        | 341
 BMW           | 5 Series            | 342
 Audi          | 100                 | 343
 Toyota        | Celica              | 344
 BMW           | 6 Series            | 345
 Mitsubishi    | Chariot             | 346
 Hyundai       | Equus               | 347
 Chevrolet     | Avalanche 1500      | 348
 Chevrolet     | Express 3500        | 349
 Volkswagen    | Tiguan              | 350
 GMC           | Vandura 2500        | 351
 Land Rover    | Defender 110        | 352
 Mercedes-Benz | SL-Class            | 353
 Dodge         | Challenger          | 354
 Audi          | Cabriolet           | 355
 Mercedes-Benz | W201                | 356
 Chevrolet     | Malibu              | 357
 Ford          | E350                | 358
 Mercedes-Benz | M-Class             | 359
 Chevrolet     | Traverse            | 360
 Mitsubishi    | Outlander           | 361
 Acura         | TSX                 | 362
 Mercedes-Benz | R-Class             | 363
 Toyota        | Highlander          | 364
 Chevrolet     | 1500                | 365
 Volvo         | XC90                | 366
 Oldsmobile    | Achieva             | 367
 Chevrolet     | Corvette            | 368
 Chevrolet     | Silverado           | 369
 Kia           | Sephia              | 370
 Chevrolet     | Avalanche 2500      | 371
 Infiniti      | J                   | 372
 Nissan        | Quest               | 373
 Toyota        | Echo                | 374
 Suzuki        | Grand Vitara        | 375
 Morgan        | Aero 8              | 376
 Lexus         | ES                  | 377
 Chrysler      | Cirrus              | 378
 Suzuki        | Swift               | 379
 Alfa Romeo    | Spider              | 380
 Toyota        | Tundra              | 381
 Suzuki        | XL-7                | 382
 Aptera        | Type-1h             | 383
 Mazda         | B-Series            | 384
 Volkswagen    | Golf                | 385
 Jaguar        | XK Series           | 386
 Saturn        | L-Series            | 387
 GMC           | Envoy XL            | 388
 Audi          | riolet              | 389
 Buick         | Rendezvous          | 390
 Acura         | NSX                 | 391
 Pontiac       | Firebird            | 392
 Volvo         | V70                 | 393
 GMC           | 1500                | 394
 Honda         | Odyssey             | 395
 Mazda         | RX-7                | 396
 Mercury       | Tracer              | 397
 Honda         | Ridgeline           | 398
 Chevrolet     | Avalanche           | 399
 Chevrolet     | Prizm               | 400
 Dodge         | Ram 2500            | 401
 Toyota        | T100                | 402
 GMC           | Vandura 1500        | 403
 Lotus         | Elise               | 404
 Mercury       | Grand Marquis       | 405
 Audi          | S6                  | 406
 Ford          | F350                | 407
 Nissan        | Maxima              | 408
 Ford          | Explorer Sport Trac | 409
 Plymouth      | Prowler             | 410
 Ferrari       | 458 Italia          | 411
 Subaru        | Outback Sport       | 412
 Mazda         | MX-5                | 413
 Buick         | Riviera             | 414
 GMC           | Canyon              | 415
 Pontiac       | Sunbird             | 416
 Chevrolet     | S10                 | 417
 GMC           | Savana 1500         | 418
 Volkswagen    | Scirocco            | 419
 Dodge         | Ram Van B250        | 420
 Volkswagen    | Fox                 | 421
 Audi          | 200                 | 422
 Mitsubishi    | Truck               | 423
 Ford          | Flex                | 424
 GMC           | Acadia              | 425
 Jaguar        | XJ Series           | 426
 Porsche       | 911                 | 427
 Audi          | TT                  | 428
 Acura         | CL                  | 429
 Jaguar        | S-Type              | 430
 Chevrolet     | Tracker             | 431
 Pontiac       | Firebird Formula    | 432
 Subaru        | Leone               | 433
 Toyota        | Corolla             | 434
 Ford          | Taurus              | 435
 Mazda         | Millenia            | 436
 Nissan        | Rogue               | 437
 Lincoln       | LS                  | 438
 Mitsubishi    | Montero             | 439
 Isuzu         | Hombre              | 440
 Chevrolet     | Lumina              | 441
 Saturn        | Ion                 | 442
 Buick         | LeSabre             | 443
 Mitsubishi    | Endeavor            | 444
 Mercury       | Mariner             | 445
 Ford          | Edge                | 446
 Mitsubishi    | Mighty Max          | 447
 Lotus         | Elan                | 448
 Mercury       | Montego             | 449
 Chevrolet     | Suburban 2500       | 450
 Jeep          | Wrangler            | 451
 Panoz         | Esperante           | 452
 Lexus         | IS                  | 453
 Hyundai       | Tiburon             | 454
 Bentley       | Continental Super   | 455
 Kia           | Optima              | 456
 Maserati      | Spyder              | 457
 Chevrolet     | Impala              | 458
 GMC           | Yukon               | 459
 Plymouth      | Volare              | 460
 Ford          | F250                | 461
 Oldsmobile    | Alero               | 462
 Bentley       | Arnage              | 463
 Chevrolet     | Tahoe               | 464
 Ford          | Crown Victoria      | 465
 Lexus         | LS                  | 466
 Plymouth      | Breeze              | 467
 Isuzu         | Trooper             | 468
 Hyundai       | Santa Fe            | 469
 Dodge         | Neon                | 470
 Toyota        | Camry Hybrid        | 471
 Ford          | Galaxie             | 472
 Audi          | Allroad             | 473
 Mercedes-Benz | SLK-Class           | 474
 Acura         | RL                  | 475
 Chrysler      | LHS                 | 476
 Acura         | RDX                 | 477
 Dodge         | Viper               | 478
 Mitsubishi    | Outlander Sport     | 479
 Cadillac      | XLR                 | 480
 Ford          | F150                | 481
 Ford          | F-350 Super Duty    | 482
 Lotus         | Exige               | 483
 Mercedes-Benz | Sprinter 2500       | 484
 Land Rover    | Discovery           | 485
 Hummer        | H1                  | 486
 Pontiac       | Gemini              | 487
 Aston Martin  | DB9 Volante         | 488
 Ford          | Freestar            | 489
 Mazda         | MX-6                | 490
 GMC           | Safari              | 491
 Audi          | A6                  | 492
 Chevrolet     | Lumina APV          | 493
 Ford          | Focus ST            | 494
 Austin        | Mini Cooper S       | 495
 Saab          | 9000                | 496
 Lincoln       | Navigator           | 497
 Pontiac       | Solstice            | 498
 Ford          | LTD                 | 499
 Scion         | xB                  | 500
 Chrysler      | Town & Country      | 501
 Ford          | E250                | 502
 Buick         | Roadmaster          | 503
 Infiniti      | I                   | 504
 Plymouth      | Horizon             | 505
 Mazda         | Miata MX-5          | 506
 Ford          | Focus               | 507
 GMC           | Sierra 2500         | 508
 Volkswagen    | GTI                 | 509
 Saturn        | VUE                 | 510
 Ferrari       | 599 GTB Fiorano     | 511
 Mercury       | Mystique            | 512
 Toyota        | Tacoma              | 513
 Nissan        | Sentra              | 514
 Lincoln       | MKX                 | 515
 Toyota        | Previa              | 516
 Toyota        | Camry               | 517
 Hyundai       | XG300               | 518
 BMW           | M3                  | 519
 Lincoln       | Town Car            | 520
 Mazda         | MPV                 | 521
 Ford          | Expedition EL       | 522
 Ford          | Expedition          | 523
 GMC           | Sierra 3500         | 524
 Jaguar        | X-Type              | 525
 BMW           | Z4                  | 526
 GMC           | Jimmy               | 527
 Volkswagen    | Phaeton             | 528
 Buick         | Lucerne             | 529
 Mitsubishi    | Precis              | 530
 Cadillac      | CTS-V               | 531
 Mercedes-Benz | G-Class             | 532
 Pontiac       | GTO                 | 533
(533 rows)

